0;0.0025
1;0
2;0
3;0
4;0
5;0.025
6;0.015
7;0.025
8;0.0475
9;0.0775
10;0.08
11;0.1225
12;0.085
13;0.1
14;0.095
15;0.09
16;0.0725
17;0.0725
18;0.0375
19;0.03
20;0.0025
21;0.01
22;0
23;0
24;0.005
25;0.0025
26;0.0025
27;0
